rcaCode,rcaName,rcaEnvDom,rcaZType,rcaSpZTyp,rcaParameterN,rcaParameterP,rcaParameterM,rcaParameterOther,rcaArt58DateDesign,rcaDateArt58,rcaRemarks,rcaHyperlink,rcaBeginLife,rcaEndLife,ReportNetEnvelopeFileId
ESLK482,Embalse de La Estanca de Alcañiz,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK492,Embalse de La Portiña,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK579,Embalse de Miraflores de la Sierra,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK583,Embalse de Navalmedio,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK655,El Hondo de Elche-Crevillente,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESCA628,LIC Mar de Las Calmas (El Hierro),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESLK660,Lago de Banyoles,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK667,Es Salobrar de Campos (Mallorca),,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK762,Lagunas de Torrevieja y La Mata,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK830,Parque Natural de Cazorla I,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK837,Embalse de Anchuricas (Cazorla II),,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK840,Embalse de Torremocha,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK841,Embalse de Montehermoso,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK842,Embalse del Molino de la Hoz,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK843,Embalse de Madroñeras,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK844,Embalse del Rey,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK845,Embalse de La Cumbre,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK846,Parque Nacional de Doñana y su entorno,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESRI1000,Embalse de Trasona,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI1001,Embalse de San Román,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI1002,Río Hornija (desde el nacimiento hasta San Román de Hornija),,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI1003,Río Arba de Luesia desde el Río Arba de Riguel hasta su desembocadura en el Río Ebro,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI1004,Río Zidacos-Olite (desda la EDAR Tafalla-Olite hasta la desembocadura),,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESLK1195,Humedales Empordà-Riu Vell,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1196,Laguna de la Platja Castell,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1197,"Humedales de la Murtra, La Vidasla, La Filipina i El Remolar",,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESCA749,Cala Salada (Ibiza),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA750,Cala Nova (Ibiza),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA751,Bahía de Santa Eulària des Riu (Ibiza),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA752,Cala de s'Àguila (Mallorca),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA753,Port de Manacor (Mallorca),,UWWCASA,A523,0,1,1,0,,,,,,,60330
ESCA754,Cales de Mallorca (entre Cala Antena y Cala Murada),,UWWCASA,A523,0,1,1,0,,,,,,,60330
ESCA755,Cala sa Nau (Mallorca),,UWWCASA,A523,0,1,1,0,,,,,,,60330
ESCA756,Cala Ferrera - Cala d'Or (Mallorca),,UWWCASA,A523,1,0,1,0,,,,,,,60330
ESCA757,Bahía d'es Trenc - Sa Ràpita (Mallorca),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA759,Cala Santandria (Menorca),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA760,Bahía d'Addaia (Menorca),,UWWCASA,A523,0,1,1,0,,,,,,,60330
ESCA820,"Calas Tarida, Corral y Codolar (Ibiza)",,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA995,Ría de Ferrol,,UWWCASA,A523,1,1,0,0,,,,,,,60330
ESCA632,LIC Franja Marina de Fuencaliente (La Palma),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA633,LIC Franja Marina Teno-Rasca (Tenerife),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA634,LIC Los Sebadales de La Graciosa (Lanzarote),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA635,LIC Los Sebadales de Guasimeta (Lanzarote),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESRI366,Río Cuerpo de Hombre (desde el nacimiento hasta Montemayor del Río),,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESCA643,LIC Playa del Matorral (Fuerteventura),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA644,LIC Playas de Sotavento de Jandía,,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA645,LIC Los Sebadales de Corralejo (Fuerteventura),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA669,Franja costera del Parque Nacional de Timanfaya,,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA670,Sitio de Interés Científico de Janubio,,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA673,Bahía interior de la playa de Las Canteras,,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESCA761,LIC Los Jameos (Lanzarote),,UWWCASA,A523,0,0,1,0,,,,,,,60330
ESRI376,Cuencas hidrográficas de los ríos Aguas y Antas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI378,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI379,"El Cardener desde Súria hasta el final, incluidas las rieras de Navel y de l'Hospital",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI380,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI381,"El Río Daró desde La Bisbal d'Empordà hasta el mar y Basses d'en Coll, incluidos el Río Rissec, la Riera Nova y la Riera Grossa",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI382,El Río Fluvià desde la zona de Olot hasta aguas abajo de Besalú,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI383,"El Río Foix desde Sant Martí Sarroca hasta el embalse de Foix, con las rieras de Llitrà, Marmellar y Pontons",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI384,El Francolí desde l'Espluga de Francolí hasta el mar,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI385,"El Gaià desde cabecera hasta Pontils, incluido el Torrent de Riudeboix",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI386,El Ges desde Sant Pere de Torelló hasta El Ter,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI388,"El Gurri desde Seva hasta El Ter, incluido El Mèder y las Rieras de Tona, Rimentol, y El Rigat",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI389,"Rieras de Oix, de Beget, y Sant Aniol, y el Río Llierca hasta el Río Fluvià",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI390,"El Llobregat desde Berga hasta el mar, la Riera de Rubí y la Riera de Les Arenes, Laguna de Cal Tet y laguna de Ca l'Arana",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI391,"El Río Llobregat d'Empordà desde La Jonquera hasta el final, incluidas la Riera de Torrelles y el Río de la Guilla",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI392,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI393,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI394,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI395,"El Ter desde El Ges hasta el Mar (menos los embalses), y las rieras Major y d'Espinelves",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI396,El Terri desde Banyoles hasta El Ter,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI397,"El Anoia desde Igualada hasta El Llobregat, incluida la Riera de Castellolí",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI398,"l'Onyar desde cabecera hasta El Ter, incluidos el Bugantó y El Celrè",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI399,"La Muga desde El Llobregat de La Muga hasta el mar, El Manol, la Riera Figueres, El Rissec, Rec de Cistella",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI400,"El Tordera desde Sant Esteve de Palautordera hasta el mar, y la Riera de Arbúcies",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI401,La Riera de Àlguema desde la zona de Navata hasta el final,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI405,La Riera de Bianya,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI406,La Riera de Breda desde cabecera hasta El Tordera,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI408,"Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI410,Riera de Castellnou desde Moià hasta el final,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI414,"Torrent dels Brivons, Riera de Santa Fe y Riera de Lavernó hasta el Anoia",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI415,Riera de La Golarda desde aguas abajo de Castellterçol hasta Monistrol de Calders,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI419,El Riudaura desde Riudaura hasta el final,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI420,La Riera de Riudebitlles desde Torrelavit hasta El Anoia,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI422,Riera de les Gorgues,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI423,"La Acequia de Sils desde Caldes hasta la Riera de Santa Coloma, la Riera de Pins y la Riera del Reclar, y Lago de Sils",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI424,El Sorreig desde Sobremunt hasta El Ter,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI425,La Riera de Vallgorguina desde Vallgorguina hasta La Tordera,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI428,"La Riera Gavarresa desde la zona de Avinyó hasta El Llobregat, incluido el Riu Sec",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI429,"La Riera de Gotarra desde Llagostera hasta l'Onyar, incluidas la Riera de Benaula y la Riera Verneda",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI491,Embalse de El Vado,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI493,Embalse de Navalcán,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI494,Embalse de Finisterre,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI495,Embalse de Azután,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI496,Embalse de Pálmaces,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI497,Embalse de El Castro,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI498,Embalse de El Vicario,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI499,Embalse de Cíjara,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI500,Embalse de Guadalén,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI501,Embalse de Camarillas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI502,Embalse de Ordunte,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI503,Embalse de Barrios de Luna,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI504,Embalse del Porma,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI505,Embalse de Riaño,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI506,Embalse de Camporredondo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI507,Embalse de Compuerto,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI508,Embalse de Aguilar de Campoo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI509,Embalse de La Requejada,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI510,Embalse de Cervera-Ruesga,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI511,Embalse de Arlanzón,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI512,Embalse de Úzquiza,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI513,Embalse de La Cuerda del Pozo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI514,Embalse de Las Vencías,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI515,Embalse de Burgomillodo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI516,Embalse del Pontón Alto,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI517,Embalse de Serones,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI518,Embalse de Santa Teresa,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI519,Embalse de Águeda,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI520,Embalse de Los Rábanos,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI521,Embalse de Ricobayo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI522,Embalse de Saucelle,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI523,Embalse de San José,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI524,Embalse de Castro,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI525,Embalse de Villalcampo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI526,Embalse de Almendra,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI527,Embalse de Aldeadávila,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI528,Embalse de El Burguillo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI529,Embalse de Rosarito,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI530,Embalse de Sobrón,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI531,Embalse de Oliana,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI532,Embalse de Rialb,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI534,Embalse de Ribarroja,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI535,Embalse de Flix,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI536,Embalse de Amadorio,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI537,Embalse de Guadalest,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI538,Embalse de Tous,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI539,Embalse de Tibi,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI540,Embalse de Beniarrés,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI541,Embalse del Buseo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI542,Embalse de Forata,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI543,Embalse de El Regajo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI544,Embalse de María Cristina o de La Benadressa,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI545,Embalse de Bellús,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI546,Embalse de Borbollón,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI547,Embalse de Arrocampo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI548,Embalse de Valdecañas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI549,Embalse de Torrejón-Tajo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI550,Embalse de Torrejón-Tiétar,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI551,Embalse de Plasencia,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI552,Embalse de Alcántara 2,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI553,Embalse de Guadiloba-Cáceres,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI554,Embalse del Salor,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI555,Embalse de Cedillo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI556,Embalse de Valdeobispo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI557,Embalse de Portaje,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI558,Embalse de Brovales,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI559,Embalse de Valuengo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI560,Embalse de Alange,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI561,Embalse de Piedra Aguda,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI562,Embalse de Proserpina,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI563,Embalse de Cornalvo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI564,Embalse de Villar del Rey,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI565,Embalse de Orellana,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI566,Embalse de las Conchas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI567,Embalse de Belesar,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI568,Embalse de Frieira,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI572,Embalse de Castrejón,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI573,Embalse de Cazalegas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI574,Embalse de Pinilla,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI575,Embalse de Riosequillo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI576,Embalse de Puentes Viejas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI577,Embalse de El Villar,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI578,Embalse de El Atazar,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI580,Embalse del Vellon o Pedrezuela,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI581,Embalse de Manzanares El Real o de Santillana,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI582,Embalse de Navacerrada,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI584,Embalse de la Jarosa,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI585,Embalse de Valmayor,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI586,Embalse de San Juan,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI587,Embalse de Picadas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI588,Embalse de El Pardo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI589,Embalse de Argos,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI590,Embalse de Ullibarri,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI591,Embalse de Urrúnaga,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI592,Embalse de Los Hurones,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI593,Embalse de Bornos,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI594,Embalse de Arcos de la Frontera,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI595,Embalse de Beas,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI596,Embalse del Guadalhorce,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI597,Embalse del Guadalteba,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI598,La Muga desde cabecera y Embalse de Boadella,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI599,Embalse de Sau,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI600,Riera de Rupit desde cabecera y Embalse de Susqueda,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI601,"El Llobregat desde cabecera y Embalse de la Baells, incluidos El Bastareny, El Saldes, El Mergançol y otros",,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI604,Embalse de Foix,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI605,Embalse de Gorg Blau,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI606,Embalse de Cúber,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI607,Embalse de Ibai-Eder,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI608,Embalse de Urkulu,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI609,Embalse de Aixola,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI610,Embalse de Barrendiola,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI611,Embalse del Milagro,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI612,Embalse del Charco del Cura (Puente nuevo),,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI613,Embalse de Alcora,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI618,Embalse de Balaguer,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI619,Embalse de Zalamea,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI668,Presa de la Encantadora,,UWWRISA,A523,1,0,0,0,,,,,,,60330
ESRI988,El Gaià desde Pontils y Embalse de El Catllar,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESCA1033,Estuario Artibai,,UWWCASA,A523,1,0,0,0,,,,,,,60330
ESLK1201,Lagoa de Bodeiro,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1202,Lagoa de Vixán,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1203,Lagoa de San Pedro de Muro,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1204,Lagoa de Doniños,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1205,Lagoa de Sobrado dos Monxes,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1206,Lagoa de Baldaio,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1207,Lagoa Carnota-Caldebarcos,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1208,Lagoa Corrubedo (Artes-Carregal),,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESLK1209,Lagoa da Frouxeira,,UWWLKSA,A523,1,1,0,0,,,,,,,60330
ESRI1212,Encoro da Ponte Olveira,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1213,Encoro das Forcadas,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1214,Encoro de Cecebre,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1215,Encoro do Pontillón de Castro,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1216,Encoro de Eiras,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESCA1187,Port de Tarragona,,UWWCASA,A523,1,1,0,0,,,,,,,60330
ESRI1188,El Fluvià desde Besalú hasta el mar,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1189,Rec Sirvent desde Vilamalla hasta el mar,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1190,Rec Madral desde Marzà hasta el mar,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1217,Presa de Zamáns,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1218,Encoro da Caldas de Reis,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1219,Encoro de Beche,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1220,Encoro de Vilasenín o San Cosmade,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1221,Encoro de Santa Uxía,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1222,Encoro de Rosadoiro,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1223,Encoro do Con,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESRI1224,Encoro de Baiona,,UWWRISA,A523,1,1,0,0,,,,,,,60330
ESLK2011,Lagunas de Ruidera,,UWWLKSA,A523,0,0,1,0,,,,,,,60330
ESRI2001,Canal de María Cristina,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI2010,Río Amadorio,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI2006,Río Verde,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESLK2005,Els Bassars-Clot de Galvany,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESRI2007,Embalse de Villagonzalo,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI2009,Embalse de Rivera de Gata,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESRI2002,Embalse de El Val,,UWWRISA,A523,0,1,0,0,,,,,,,60330
ESLK2016,Marjal de La Safor,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESLK2017,Marjals y estanys de Almenara,,UWWLKSA,A523,0,1,0,0,,,,,,,60330
ESCA2018,O Miñor (A Ramallosa),,UWWCASA,A523,0,1,0,0,,,,,,,60330
ESLK2052,Aiguamolls de l'Alt Empordà-Estany del Cortalet,,UWWLKSA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESLK2054,Estanyols de la Vall de Sant Miquel de Campmajor - Estanyols temporanis petits,,UWWLKSA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2020,La Llosa del Cavall,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2021,Riera Santa Coloma des de Santa Coloma fins a l'inici del tram inclòs a la Xarxa Natura 2000,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2022,Santa Fe,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2023,Vallforners,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2024,La Llosa del Cavall,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2025,Sant Ponç,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2026,Sant Martí de Tous,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2027,Torrent de la Fontsanta,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2028,Conca de la riera de la Bisbal,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2029,Torrent del Puig,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2030,Riu Glorieta des de l'EDAR d'Alcover fins al Francolí,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESRI2031,Riudecanyes,,UWWRISA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESCM2052,Area de captación de la zona Aiguamolls de l'Alt Empordà-Estany del Cortalet,,UWWCMSA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESCM2054,Area de captación de la zona Estanyols de la Vall de Sant Miquel de Campmajor - Estanyols temporanis petits,,UWWCMSA,A523,1,1,0,0,,,,,20190328,99991231,60330
ESCM2020,Area de captación de la zona La Llosa del Cavall,,UWWCMSA,A523,1,1,0,0,,,,,20190328,99991231,60330
