ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000157,RSFG0170342701_CALVISANO_46
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000163,RSFG0170342801_CALVISANO_51
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000164,RSFG0170342901_CALVISANO_52
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000166,RSFG0170343001_CALVISANO_54
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000167,RSFG0170343101_CALVISANO_55
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000168,RSFG0170343201_CALVISANO_56
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000169,RSFG0170343301_CALVISANO_57
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000171,RSFG0170343401_CALVISANO_59
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000081,RSFG0170343501_CALVISANO_70
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000082,RSFG0170343601_CALVISANO_71
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000177,RSFG0170343701_CALVISANO_75
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000180,RSFG0170343801_CALVISANO_78
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000183,RSFG0170343901_CALVISANO_80
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000184,RSFG0170344001_CALVISANO_81
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000083,RSFG0170344101_CALVISANO_83
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q150000084,RSFG0170344201_CALVISANO_84
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000117,RSFG0170344301_CALVISANO_1
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000128,RSFG0170344401_CALVISANO_2
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000139,RSFG0170344501_CALVISANO_3
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000150,RSFG0170344601_CALVISANO_4
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000161,RSFG0170344701_CALVISANO_5
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000172,RSFG0170344801_CALVISANO_6
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000173,RSFG0170344901_CALVISANO_7
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000182,RSFG0170345001_CALVISANO_8
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000185,RSFG0170345101_CALVISANO_9
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000118,RSFG0170345201_CALVISANO_10
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000119,RSFG0170345301_CALVISANO_11
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000127,RSFG0170345401_CALVISANO_19
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000130,RSFG0170345501_CALVISANO_21
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000133,RSFG0170345601_CALVISANO_24
60369,,,,12000,20251231,20261231,20190205,20190305,3Nm,5854,,0.73801,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q11000000134,RSFG0170345701_CALVISANO_25
60369,,0.1,ERDF,7000,20251231,20261231,20221231,20231231,3m,7000,,0.1,,,"Intervento inserito in APQ rafforzato D""""Depurazione dlele Acque finanziato con Del. CIPE n.60/2012 CRONOPROGRAMMA: 
- Conferimento incarico di progettazione e degli ulteriori servizi di architettura ed ingegneria (DL, Coord. Sicurezza, etc…): 31/12/2018 
- Redazionee a approvazione progettazione esecutiva: 30/06/2019
- Espletamento procedure d’appalto per lavori: 30/06/2019
- Consegna lavori: 31/12/2019 
- Esecuzione lavori: 30/06/2020 
- Collaudo lavori: 31/12/2020
- Rendicontazione finale e uscita procedura di infrazione: 31/12/2021

 ",,,Insufficiente potenzialità impianto,NC,IT008,IT18Q90000002655,Corigliano Calabro - Cantinella
60369,,0.7,ERDF,5000,20251231,20261231,20221231,20231231,3m,2900,,0.7,,,Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018,,,Effluente non conforme,NC,IT008,IT18Q90000002939,Cortale - Amalopate
60369,,0.12,ERDF,2000,20251231,20261231,20221231,20231231,3m,2000,,0.12,,,Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018,,,Effluente non conforme,NC,IT008,IT18Q90000002883,Cropani - Casalinello
60369,,0.12,ERDF,14700,20251231,20261231,20221231,20231231,3m,14700,,0.12,,,Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018,,,Effluente non conforme,NC,IT008,IT18Q90000002882,Cropani - Crocchio
60370,"UWWTP will take wastewater from agglomerations: Denta, Brestea and Rovinita Mare; the load to be taken over is forecast at 2530 p.e.",0,,2547,20261231,20271231,20191231,20200630,2,2530,0,0.925023,0,,Construction of UWWTP for 2547 l.e.,0.925023,National and local budget,absence of UWWTP,NC,RO08,ROWP_156678_01,ROWP Denta
60370,UWWTP will take wastewater from  Beba Veche,0.425041,EARDF,2000,20221231,20231231,20151231,20171231,2,1097,0,0.505799,0,,Construction of UWWTP for 2000 l.e.,0.080758,National and local budget,UWWTP - completed but is not functional; absence of collection and IAS,NC,RO08,ROWP_155733_01,ROWP Beba Veche
60370,"UWWTP will take waste water from  Cherestur, Pordeanu, Cheglevici (Colonia Bulgara in the future)",0.382227,EARDF,2000,20221231,20231231,20151231,20171231,2,1430,0,0.45485,0,,Construction of UWWTP for 2000 l.e.,0.072623,National and local budget,UWWTP - completed but is not functional; absence of collection and IAS,NC,RO08,ROWP_155733_02,ROWP Beba Veche-Cherestur
60369,,0.12,ERDF,400,20251231,20261231,20221231,20231231,3m,400,,0.12,,,Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018,,,Effluente non conforme,NC,IT008,IT18Q13000000000,Cropani - Cuturella
60370,,0,,129045,20151231,20161231,20100101,20101231,3NP,117273,0,0,0,,No measures for compliance,0,,Compliant,C,RO08,RO5HD_525,ROWP S.C. Apa Serv Valea Jiului S.A. Petrosani-Danutoni
60370,,0,,10500,20261231,20271231,20100101,20120101,2,9414,0,0,0,,No measures for compliance,0,,Compliant,C,RO08,ROWP_87139_01,ROWP S.C. Apa Serv Valea Jiului S.A. Petrosani-Uricani
60370,,1.0997,ERDF,6200,20231231,20241231,20190101,20210101,2,4411,0,1.293765,0,,Reabilitation and extension of the UWWTP,0.194065,"National budget, Local budget (municipality)",Low connection rate,NC,RO08,ROWP_82617_01,ROWP Serviciul Public Turceni
60370,,1.257692,ERDF,7500,20261231,20271231,20190101,20210101,2,7000,0,1.54356,0,,Reabilitation of the treatment plant,0.285868,"National budget, Local budget (municipality)",Low connection rate,NC,RO08,ROWP_80846_01,ROWP MATSALUBRIS S.R.L. Matasari
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000230,RSFG0170887401_LENO_1_15_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000231,RSFG0170887501_LENO_1_17_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000232,RSFG0170887601_LENO_1_18_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000233,RSFG0170887701_LENO_1_19_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000234,RSFG0170887801_LENO_1_20A_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000235,RSFG0170887901_LENO_1_20B_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000236,RSFG0170888001_LENO_1_21_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000237,RSFG0170888101_LENO_1_23_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000238,RSFG0170888201_LENO_1_24_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000239,RSFG0170888301_LENO_1_25_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000240,RSFG0170888401_LENO_1_26_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000241,RSFG0170888501_LENO_1_27_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000245,RSFG0170889001_LENO_1_34_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000246,RSFG0170889101_LENO_1_35_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000247,RSFG0170889201_LENO_1_36_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000248,RSFG0170889301_LENO_1_37_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000249,RSFG0170889401_LENO_1_38_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000250,RSFG0170889501_LENO_1_39_M
60369,,,,18279,20251031,20261031,20221231,20230331,3NPm,11861,,0.194481,,,collettamento della rete NOTCON al depuratore in costruzione,,,rete fognaria senza trattamento,NC,IT008,IT03Q13000000251,RSFG0170889601_LENO_1_40_M
60369,"è stato previsto anche l'intervento - Sistemazione rete fognaria e potenziamento impianto di depurazione – stralcio - FSC 2007-2013 - 0,550000",,FSC 2014-2020,1000,20220131,20230131,20190101,20210101,3m,784,,1.086579,,,Interventi di efficientamento e riqualificazione rete fognaria e impianti di depurazione del Comune di Postiglione (SA),,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003694,POSTIGLIONE_IMPIANTO_DI_DEPURAZIONE_LOCALITA_PEZZE
60369,,,FSC 2014-2020,1451,20211231,20221231,20140110,20190726,3m,1405,,1.842,,,Progetto di adeguamento della rete fognaria comunale e dell'impianto di depurazione in loc. Fontana nel centro abitato di Serra,,,Progetto non adeguato.,NC,IT008,IT15Q90000003600,PRATOLA_SERRA_DEPURATORE_FRAZ_SERRA
60369,I lavori fanno riferimento anche all'impianto di depurazione in località Tempa di acqua vena.,,POR 2014-2020,1200,20221231,20231230,20180101,20191030,3m,794,,1.188909,,,Completamentoe razionalizzazione dei sistemi fognari e depurativi comunali,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003663,ROCCAGLORIOSA_DEPURATORE_COMUNALE_IN_LOC_S_CATALDO
60369,I lavori fanno riferimento anche all'impianto di depurazione in località Petrara.,,FSC 2014-2020,1500,20221231,20231230,20170601,20180930,3m,2168,,0.46,,,Lavori di completamento e razionalizzazione del sistema fognario-depurativo,,,Progetto non adeguato.,NC,IT008,IT15Q90000003564,S_ANGELO_DEI_LOMBARDI_IMPIANTO_LOCALITA_SELVATICO
60369,L'intervento fa riferimento anche all'impianto in località Morti e alla realizzazione degli impianti di depurazione alle località San Pietro e Baseleone.,,FSC 2014-2020,3000,20221231,20231231,20200930,20210501,3m,1833,,6.02,,,"Riassetto della rete fognaria, realizzazione degli impianti di depurazione alle località San Pietro e Baseleone ed adeguamento degli impianti di depurazione alle località Morti e Ischitella",,,Progetto non adeguato.,NC,IT008,IT15Q90000003507,S_GIORGIO_LA_MOLARA_IMPIANTO_LOCALITA_ISCHITELLE
60369,,,FSC 2014-2020,700000,20210930,20220930,20200502,20200901,3NPm,326721,,14.9798082,,,Efficientamento ed adeguamento dell'impianto di depurazione comprensoriale a servizio dell'area salernitana - 1° stralcio,,,Progetto non adeguato.,NC,IT008,IT15Q90000003627,SALERNO_IMPIANTO_SALERNO
60369,,,POC 2014-2020,1200,20221231,20230630,20180101,20190630,3m,1491,,0.13402004,,,Lavori di ristrutturazione completamento ed adeguamento della rete idrica e fognaria con annesso impianto di depurazione – 2 lotto – risanamento criticità (Comune di S. Giorgio del Sannio),,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003478,CALVI_IMPIANTO_SAN_GIORGIO_E_SAN_NAZZARO
60369,,,FSC 2014-2020,2648,20221231,20231231,20200930,20210501,3m,2685,,1.85,,,Lavori di ampliamento e adeguamento della rete fognaria e degli impianti di depurazione esistenti in contrada Fontecavalli e Franzese,,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003512,SAN_MARCO_DEI_CAVOTI_IMPIANTO_CENTRO_FONTE_CAVALLI
60369,,,POR 2014-2020,5600,20221231,20231230,20170630,20190330,3m,6488,,3.7,,,"Interventi per il disinquinamento del Bacino
Nord e Sud del Fiume Isclero nei territori dei
comuni di Sant'Agata de Goti, Durazzano,
Dugenta e Limatola. Realizzazione impianto
comprensoriale e completamento degli
emissari",,,Scarico delle acque reflue urbane non trattate dall’impianto. Progetto non adeguato.,NC,IT008,IT15Q90000003536,SANT_AGATA_DEI_GOTI_DEPURATORE_LOC_FERRIERA
